"","ID","candidatename","year","candnum","cnum","Date ending","week","fec_deadline","party","receipts_no_cand","receipts_w_cand","small_donations","inflation_multiplier","donations2016dollars_nocand","donations2016dollars_wcand","small_donations_2016dollars","pct_small","large_donations_nocand","large_donations_nocand_2016dollars","d_lag1_nocand","dlag2_nocand","dlag1_wcand","dlag2_wcand","dlag1_small_donations","dlag2_small_donations","dlag1_pct_small","dlag2_pct_small","dlag1_large","spending","expenditures2016dollars","e_lag1","e_lag2","tva","tvalag1","tvalag2","summalags","na","nalag1","nalag2","sumnalag","pa","palag1","palag2","sumpalags","polling","pollinglag1","pollinglag2","paXweek","palag1Xweek","FieldSize","PA_x_Polls","PA_x_Polls_L1","PA_x_Polls_L2","Endorsements_wk","Endorsements_wk_lag1","Endorsements_Total","Endorsements_total_lag1"
"2376","2376","WILLIAMSON, MARIANNE",2020,"Marianne Williamson",67,NA,-45,1,"Democrat",82312.9,82312.9,21260.71,0.92,75727.868,75727.868,19559.8532,25.8291349229586,61052.19,56168.0148,31012.2984,42989.7876,31012.2984,42989.7876,4240.2984,4159.2096,13.6729575644738,9.67487822619528,26781.2,38507.12,35426.5504,35426.5504,141088.1088,0,0,0,0,NA,NA,NA,NA,1,1,1,2,0,0,0,-45,-45,15,0,0,0,0,0,NA,NA
"2377","2377","WILLIAMSON, MARIANNE",2020,"Marianne Williamson",67,NA,-44,0,"Democrat",56441.33,56441.33,15797.33,0.92,51926.0236,51926.0236,14533.5436,27.9889400196629,40644,37392.48,75727.868,31012.2984,75727.868,31012.2984,19559.8532,4240.2984,25.8291349229586,13.6729575644738,56168.0148,99994.71,91995.1332,35426.5504,35426.5504,0,0,0,0,NA,NA,NA,NA,1,1,1,2,0,0,0,-44,-44,17,0,0,0,0,0,NA,NA
"2378","2378","WILLIAMSON, MARIANNE",2020,"Marianne Williamson",67,NA,-43,0,"Democrat",36528.82,36528.82,12851.82,0.92,33606.5144,33606.5144,11823.6744,35.1826858902094,23677,21782.84,51926.0236,75727.868,51926.0236,75727.868,14533.5436,19559.8532,27.9889400196629,25.8291349229586,37392.48,166582.55,153255.946,91995.1332,35426.5504,0,0,0,0,NA,NA,NA,NA,2,1,1,2,0,0,0,-86,-43,19,0,0,0,0,0,NA,NA
"2379","2379","WILLIAMSON, MARIANNE",2020,"Marianne Williamson",67,NA,-42,0,"Democrat",42874.09,42874.09,16452.09,0.92,39444.1628,39444.1628,15135.9228,38.3730360224555,26422,24308.24,33606.5144,51926.0236,33606.5144,51926.0236,11823.6744,14533.5436,35.1826858902094,27.9889400196629,21782.84,286000.58,263120.5336,153255.946,91995.1332,0,0,0,0,NA,NA,NA,NA,1,2,1,3,0,0,0,-42,-84,19,0,0,0,0,0,NA,NA
"2380","2380","WILLIAMSON, MARIANNE",2020,"Marianne Williamson",67,NA,-41,0,"Democrat",31554.4,31554.4,9500.4,0.92,29030.048,29030.048,8740.368,30.1080039550744,22054,20289.68,39444.1628,33606.5144,39444.1628,33606.5144,15135.9228,11823.6744,38.3730360224555,35.1826858902094,24308.24,410496.13,377656.4396,263120.5336,153255.946,0,0,0,0,NA,NA,NA,NA,1,1,2,3,0,0,0,-41,-41,21,0,0,0,0,0,NA,NA
"2381","2381","WILLIAMSON, MARIANNE",2020,"Marianne Williamson",67,NA,-40,0,"Democrat",35869.32,35869.32,16669.32,0.92,32999.7744,32999.7744,15335.7744,46.4723613383248,19200,17664,29030.048,39444.1628,29030.048,39444.1628,8740.368,15135.9228,30.1080039550744,38.3730360224555,20289.68,249582.53,229615.9276,377656.4396,263120.5336,0,0,0,0,NA,NA,NA,NA,1,1,1,2,0,0,0,-40,-40,22,0,0,0,0,0,NA,NA
"2382","2382","WILLIAMSON, MARIANNE",2020,"Marianne Williamson",67,NA,-39,0,"Democrat",61797.21,61797.21,28231.21,0.92,56853.4332,56853.4332,25972.7132,45.6836319956839,33566,30880.72,32999.7744,29030.048,32999.7744,29030.048,15335.7744,8740.368,46.4723613383248,30.1080039550744,17664,175506.39,161465.8788,229615.9276,377656.4396,0,0,0,0,NA,NA,NA,NA,1,1,1,2,0,0,0,-39,-39,22,0,0,0,0,0,NA,NA
"2383","2383","WILLIAMSON, MARIANNE",2020,"Marianne Williamson",67,NA,-38,0,"Democrat",99990.13,99990.13,50640.13,0.92,91990.9196,91990.9196,46588.9196,50.6451286742001,49350,45402,56853.4332,32999.7744,56853.4332,32999.7744,25972.7132,15335.7744,45.6836319956839,46.4723613383248,30880.72,132430.02,121835.6184,161465.8788,229615.9276,0,0,0,0,NA,NA,NA,NA,1,1,1,2,0,0,0,-38,-38,24,0,0,0,0,0,NA,NA
"2384","2384","WILLIAMSON, MARIANNE",2020,"Marianne Williamson",67,NA,-37,0,"Democrat",62539.69,62539.69,24305.74,0.92,57536.5148,57536.5148,22361.2808,38.8645034857064,38233.95,35175.234,91990.9196,56853.4332,91990.9196,56853.4332,46588.9196,25972.7132,50.6451286742001,45.6836319956839,45402,46751.67,43011.5364,121835.6184,161465.8788,0,0,0,0,NA,NA,NA,NA,1,1,1,2,0,0,0,-37,-37,24,0,0,0,0,0,NA,NA
"2385","2385","WILLIAMSON, MARIANNE",2020,"Marianne Williamson",67,NA,-36,0,"Democrat",50693.5,50693.5,25218,0.92,46638.02,46638.02,23200.56,49.7460226656277,25475.5,23437.46,57536.5148,91990.9196,57536.5148,91990.9196,22361.2808,46588.9196,38.8645034857064,50.6451286742001,35175.234,169640.47,156069.2324,43011.5364,121835.6184,0,0,0,0,NA,NA,NA,NA,1,1,1,2,0,0,0,-36,-36,24,0,0,0,0,0,NA,NA
"2386","2386","WILLIAMSON, MARIANNE",2020,"Marianne Williamson",67,NA,-35,0,"Democrat",55897.75,55897.75,26350.25,0.92,51425.93,51425.93,24242.23,47.1400906118761,29547.5,27183.7,46638.02,57536.5148,46638.02,57536.5148,23200.56,22361.2808,49.7460226656277,38.8645034857064,23437.46,122342.28,112554.8976,156069.2324,43011.5364,0,0,0,0,NA,NA,NA,NA,2,1,1,2,0,0,0,-70,-35,24,0,0,0,0,0,NA,NA
"2387","2387","WILLIAMSON, MARIANNE",2020,"Marianne Williamson",67,NA,-34,0,"Democrat",70481.11,70481.11,17834.11,0.92,64842.6212,64842.6212,16407.3812,25.3033898018916,52647,48435.24,51425.93,46638.02,51425.93,46638.02,24242.23,23200.56,47.1400906118761,49.7460226656277,27183.7,117447.72,108051.9024,112554.8976,156069.2324,0,0,0,0,NA,NA,NA,NA,3,2,1,3,0,0,0,-102,-68,24,0,0,0,0,0,NA,NA
"2388","2388","WILLIAMSON, MARIANNE",2020,"Marianne Williamson",67,NA,-33,0,"Democrat",98748.39,98748.39,36128.39,0.92,90848.5188,90848.5188,33238.1188,36.586307888159,62620,57610.4,64842.6212,51425.93,64842.6212,51425.93,16407.3812,24242.23,25.3033898018916,47.1400906118761,48435.24,87756.7,80736.164,108051.9024,112554.8976,0,0,0,0,NA,NA,NA,NA,38,3,2,5,0,0,0,-1254,-99,25,0,0,0,0,0,NA,NA
"2389","2389","WILLIAMSON, MARIANNE",2020,"Marianne Williamson",67,NA,-32,1,"Democrat",164315.93,164315.93,68662.34,0.92,151170.6556,151170.6556,63169.3528,41.7867823284084,95653.59,88001.3028,90848.5188,64842.6212,90848.5188,64842.6212,33238.1188,16407.3812,36.586307888159,25.3033898018916,57610.4,143956.16,132439.6672,80736.164,108051.9024,0,0,0,0,NA,NA,NA,NA,12,38,3,41,0,0,0,-384,-1216,25,0,0,0,0,0,NA,NA
"2390","2390","WILLIAMSON, MARIANNE",2020,"Marianne Williamson",67,NA,-31,0,"Democrat",105164.23,105164.23,44117.64,0.92,96751.0916,96751.0916,40588.2288,41.9511843523221,61046.59,56162.8628,151170.6556,90848.5188,151170.6556,90848.5188,63169.3528,33238.1188,41.7867823284084,36.586307888159,88001.3028,125346.81,115319.0652,132439.6672,80736.164,1,0,0,0,NA,NA,NA,NA,3,12,38,50,0,0,0,-93,-372,25,0,0,0,0,0,NA,NA
"2391","2391","WILLIAMSON, MARIANNE",2020,"Marianne Williamson",67,NA,-30,0,"Democrat",58302.38,58302.38,33042.38,0.92,53638.1896,53638.1896,30398.9896,56.6741529248034,25260,23239.2,96751.0916,151170.6556,96751.0916,151170.6556,40588.2288,63169.3528,41.9511843523221,41.7867823284084,56162.8628,226238.42,208139.3464,115319.0652,132439.6672,0,1,0,1,NA,NA,NA,NA,3,3,12,15,0,0,0,-90,-90,26,0,0,0,0,0,NA,NA
"2392","2392","WILLIAMSON, MARIANNE",2020,"Marianne Williamson",67,NA,-29,0,"Democrat",92597.98,92597.98,47646.24,0.92,85190.1416,85190.1416,43834.5408,51.45494534546,44951.74,41355.6008,53638.1896,96751.0916,53638.1896,96751.0916,30398.9896,40588.2288,56.6741529248034,41.9511843523221,23239.2,421104.76,387416.3792,208139.3464,115319.0652,6,0,1,1,NA,NA,NA,NA,3,3,3,6,0,0,0,-87,-87,25,0,0,0,0,0,NA,NA
"2393","2393","WILLIAMSON, MARIANNE",2020,"Marianne Williamson",67,NA,-28,0,"Democrat",95330.42,95330.42,60966.46,0.92,87703.9864,87703.9864,56089.1432,63.9527865292107,34363.96,31614.8432,85190.1416,53638.1896,85190.1416,53638.1896,43834.5408,30398.9896,51.45494534546,56.6741529248034,41355.6008,170222.29,156604.5068,387416.3792,208139.3464,1,6,0,6,NA,NA,NA,NA,34,3,3,6,0,0,0,-952,-84,25,0,0,0,0,0,NA,NA
"2394","2394","WILLIAMSON, MARIANNE",2020,"Marianne Williamson",67,NA,-27,0,"Democrat",281989.92,281989.92,122248.85,0.92,259430.7264,259430.7264,112468.942,43.3522056391236,159741.07,146961.7844,87703.9864,85190.1416,87703.9864,85190.1416,56089.1432,43834.5408,63.9527865292107,51.45494534546,31614.8432,583506.69,536826.1548,156604.5068,387416.3792,5,1,6,7,NA,NA,NA,NA,7,34,3,37,0,0,0,-189,-918,25,0,0,0,0,0,NA,NA
"2395","2395","WILLIAMSON, MARIANNE",2020,"Marianne Williamson",67,NA,-26,0,"Democrat",176165.21,176165.21,46663.09,0.92,162071.9932,162071.9932,42930.0428,26.4882549738396,129502.12,119141.9504,259430.7264,87703.9864,259430.7264,87703.9864,112468.942,56089.1432,43.3522056391236,63.9527865292107,146961.7844,149621.38,137651.6696,536826.1548,156604.5068,0,5,1,6,NA,NA,NA,NA,4,7,34,41,0,0,0,-104,-182,25,0,0,0,0,0,NA,NA
"2396","2396","WILLIAMSON, MARIANNE",2020,"Marianne Williamson",67,NA,-25,0,"Democrat",120204.85,120204.85,41360.7,0.92,110588.462,110588.462,38051.844,34.4085118029763,78844.15,72536.618,162071.9932,259430.7264,162071.9932,259430.7264,42930.0428,112468.942,26.4882549738396,43.3522056391236,119141.9504,915673.56,842419.6752,137651.6696,536826.1548,1,0,5,5,NA,NA,NA,NA,2,4,7,11,0,0,0,-50,-100,24,0,0,0,0,0,NA,NA
"2397","2397","WILLIAMSON, MARIANNE",2020,"Marianne Williamson",67,NA,-24,0,"Democrat",360211.84,360211.84,174570.84,0.92,331394.8928,331394.8928,160605.1728,48.4633819921077,185641,170789.72,110588.462,162071.9932,110588.462,162071.9932,38051.844,42930.0428,34.4085118029763,26.4882549738396,72536.618,330736.36,304277.4512,842419.6752,137651.6696,0,1,0,1,NA,NA,NA,NA,2,2,4,6,0,0,0,-48,-48,23,0,0,0,0,0,NA,NA
"2398","2398","WILLIAMSON, MARIANNE",2020,"Marianne Williamson",67,NA,-23,0,"Democrat",324927.16,324927.16,143638.38,0.92,298932.9872,298932.9872,132147.3096,44.2063322745935,181288.78,166785.6776,331394.8928,110588.462,331394.8928,110588.462,160605.1728,38051.844,48.4633819921077,34.4085118029763,170789.72,667035.5,613672.66,304277.4512,842419.6752,0,0,1,1,NA,NA,NA,NA,2,2,2,4,0,0,0,-46,-46,21,0,0,0,0,0,NA,NA
"2399","2399","WILLIAMSON, MARIANNE",2020,"Marianne Williamson",67,NA,-22,0,"Democrat",122334.93,122334.93,54844.99,0.92,112548.1356,112548.1356,50457.3908,44.8318317589261,67489.94,62090.7448,298932.9872,331394.8928,298932.9872,331394.8928,132147.3096,160605.1728,44.2063322745935,48.4633819921077,166785.6776,129427.09,119072.9228,613672.66,304277.4512,0,0,0,0,NA,NA,NA,NA,3,2,2,4,0,0,0,-66,-44,20,0,0,0,0,0,NA,NA
"2400","2400","WILLIAMSON, MARIANNE",2020,"Marianne Williamson",67,NA,-21,0,"Democrat",155426.56,155426.56,45683.91,0.92,142992.4352,142992.4352,42029.1972,29.3926018822008,109742.65,100963.238,112548.1356,298932.9872,112548.1356,298932.9872,50457.3908,132147.3096,44.8318317589261,44.2063322745935,62090.7448,205109.64,188700.8688,119072.9228,613672.66,1,0,0,0,NA,NA,NA,NA,1,3,2,5,0,0,0,-21,-63,20,0,0,0,0,0,NA,NA
"2401","2401","WILLIAMSON, MARIANNE",2020,"Marianne Williamson",67,NA,-20,0,"Democrat",142250.02,142250.02,56635.14,0.92,130870.0184,130870.0184,52104.3288,39.8138010806607,85614.88,78765.6896,142992.4352,112548.1356,142992.4352,112548.1356,42029.1972,50457.3908,29.3926018822008,44.8318317589261,100963.238,42506.16,39105.6672,188700.8688,119072.9228,0,1,0,1,NA,NA,NA,NA,1,1,3,4,0,0,0,-20,-20,20,0,0,0,0,0,NA,NA
"2402","2402","WILLIAMSON, MARIANNE",2020,"Marianne Williamson",67,NA,-19,0,"Democrat",202420.19,202420.19,109101.55,0.92,186226.5748,186226.5748,100373.426,53.8985513253396,93318.64,85853.1488,130870.0184,142992.4352,130870.0184,142992.4352,52104.3288,42029.1972,39.8138010806607,29.3926018822008,78765.6896,181060.55,166575.706,39105.6672,188700.8688,0,0,1,1,NA,NA,NA,NA,2,1,1,2,0,0,0,-38,-19,19,0,0,0,0,0,NA,NA
"2403","2403","WILLIAMSON, MARIANNE",2020,"Marianne Williamson",67,NA,-18,1,"Democrat",215328.25,215328.25,115303.57,0.92,198101.99,198101.99,106079.2844,53.5478136287273,100024.68,92022.7056,186226.5748,130870.0184,186226.5748,130870.0184,100373.426,52104.3288,53.8985513253396,39.8138010806607,85853.1488,293289.53,269826.3676,166575.706,39105.6672,0,0,0,0,NA,NA,NA,NA,1,2,1,3,0,0,0,-18,-36,19,0,0,0,0,0,NA,NA
"2404","2404","WILLIAMSON, MARIANNE",2020,"Marianne Williamson",67,NA,-17,0,"Democrat",132857.82,132857.82,105274.08,0.92,122229.1944,122229.1944,96852.1536,79.2381509797466,27583.74,25377.0408,198101.99,186226.5748,198101.99,186226.5748,106079.2844,100373.426,53.5478136287273,53.8985513253396,92022.7056,163873.24,150763.3808,269826.3676,166575.706,0,0,0,0,NA,NA,NA,NA,1,1,2,3,0,0,0,-17,-17,19,0,0,0,0,0,NA,NA
"2405","2405","WILLIAMSON, MARIANNE",2020,"Marianne Williamson",67,NA,-16,0,"Democrat",95429.05,95429.05,77555.05,0.92,87794.726,87794.726,71350.646,81.2698544101613,17874,16444.08,122229.1944,198101.99,122229.1944,198101.99,96852.1536,106079.2844,79.2381509797466,53.5478136287273,25377.0408,300161.66,276148.7272,150763.3808,269826.3676,0,0,0,0,NA,NA,NA,NA,1,1,1,2,0,0,0,-16,-16,19,0,0,0,0,0,NA,NA
"2406","2406","WILLIAMSON, MARIANNE",2020,"Marianne Williamson",67,NA,-15,0,"Democrat",136996.76,136996.76,83302.94,0.92,126037.0192,126037.0192,76638.7048,60.8065037450521,53693.82,49398.3144,87794.726,122229.1944,87794.726,122229.1944,71350.646,96852.1536,81.2698544101613,79.2381509797466,16444.08,258609.2,237920.464,276148.7272,150763.3808,0,0,0,0,NA,NA,NA,NA,1,1,1,2,0,0,0,-15,-15,19,0,0,0,0,0,NA,NA
"2407","2407","WILLIAMSON, MARIANNE",2020,"Marianne Williamson",67,NA,-14,0,"Democrat",236033.6,236033.6,114723.14,0.92,217150.912,217150.912,105545.2888,48.6045800258946,121310.46,111605.6232,126037.0192,87794.726,126037.0192,87794.726,76638.7048,71350.646,60.8065037450521,81.2698544101613,49398.3144,387725.94,356707.8648,237920.464,276148.7272,0,0,0,0,NA,NA,NA,NA,1,1,1,2,0,0,0,-14,-14,18,0,0,0,0,0,NA,NA
"2408","2408","WILLIAMSON, MARIANNE",2020,"Marianne Williamson",67,NA,-13,0,"Democrat",230268.22,230268.22,153410.4,0.92,211846.7624,211846.7624,141137.568,66.6224805142455,76857.82,70709.1944,217150.912,126037.0192,217150.912,126037.0192,105545.2888,76638.7048,48.6045800258946,60.8065037450521,111605.6232,178676.5,164382.38,356707.8648,237920.464,0,0,0,0,NA,NA,NA,NA,1,1,1,2,0,0,0,-13,-13,18,0,0,0,0,0,NA,NA
"2409","2409","WILLIAMSON, MARIANNE",2020,"Marianne Williamson",67,NA,-12,0,"Democrat",157412.84,157412.84,98478.87,0.92,144819.8128,144819.8128,90600.5604,62.5608876632935,58933.97,54219.2524,211846.7624,217150.912,211846.7624,217150.912,141137.568,105545.2888,66.6224805142455,48.6045800258946,70709.1944,252333.08,232146.4336,164382.38,356707.8648,1,0,0,0,NA,NA,NA,NA,1,1,1,2,0,0,0,-12,-12,19,0,0,0,0,0,NA,NA
"2410","2410","WILLIAMSON, MARIANNE",2020,"Marianne Williamson",67,NA,-11,0,"Democrat",136094.65,136094.65,76525.55,0.92,125207.078,125207.078,70403.506,56.2296534066549,59569.1,54803.572,144819.8128,211846.7624,144819.8128,211846.7624,90600.5604,141137.568,62.5608876632935,66.6224805142455,54219.2524,158398.64,145726.7488,232146.4336,164382.38,0,1,0,1,NA,NA,NA,NA,1,1,1,2,0,0,0,-11,-11,20,0,0,0,0,0,NA,NA
"2411","2411","WILLIAMSON, MARIANNE",2020,"Marianne Williamson",67,NA,-10,0,"Democrat",175773.09,175773.09,105487.64,0.92,161711.2428,161711.2428,97048.6288,60.0135322192948,71185.45,65490.614,125207.078,144819.8128,125207.078,144819.8128,70403.506,90600.5604,56.2296534066549,62.5608876632935,54803.572,155609.35,143160.602,145726.7488,232146.4336,1,0,1,1,NA,NA,NA,NA,1,1,1,2,0,0,0,-10,-10,18,0,0,0,0,0,NA,NA
"2412","2412","WILLIAMSON, MARIANNE",2020,"Marianne Williamson",67,NA,-9,0,"Democrat",124096.17,124096.17,55901.14,0.92,114168.4764,114168.4764,51429.0488,45.0466279499198,68195.03,62739.4276,161711.2428,125207.078,161711.2428,125207.078,97048.6288,70403.506,60.0135322192948,56.2296534066549,65490.614,208876.14,192166.0488,143160.602,145726.7488,0,1,0,1,NA,NA,NA,NA,1,1,1,2,0,0,0,-9,-9,17,0,0,0,0,0,NA,NA
"2413","2413","WILLIAMSON, MARIANNE",2020,"Marianne Williamson",67,NA,-8,0,"Democrat",120491.84,120491.84,71625.44,0.92,110852.4928,110852.4928,65895.4048,59.4442246047533,48666.4,44773.088,114168.4764,161711.2428,114168.4764,161711.2428,51429.0488,97048.6288,45.0466279499198,60.0135322192948,62739.4276,219580.51,202014.0692,192166.0488,143160.602,0,0,1,1,NA,NA,NA,NA,1,1,1,2,0,0,0,-8,-8,15,0,0,0,0,0,NA,NA
"2414","2414","WILLIAMSON, MARIANNE",2020,"Marianne Williamson",67,NA,-7,0,"Democrat",122898.2,122898.2,74292.47,0.92,113066.344,113066.344,68349.0724,60.4504134316044,48605.73,44717.2716,110852.4928,114168.4764,110852.4928,114168.4764,65895.4048,51429.0488,59.4442246047533,45.0466279499198,44773.088,168975.69,155457.6348,202014.0692,192166.0488,0,0,0,0,NA,NA,NA,NA,1,1,1,2,0,0,0,-7,-7,15,0,0,0,0,0,NA,NA
"2415","2415","WILLIAMSON, MARIANNE",2020,"Marianne Williamson",67,NA,-6,0,"Democrat",110541.44,110541.44,67631.44,0.92,101698.1248,101698.1248,62220.9248,61.1819784507964,42910,39477.2,113066.344,110852.4928,113066.344,110852.4928,68349.0724,65895.4048,60.4504134316044,59.4442246047533,44717.2716,66169.61,60876.0412,155457.6348,202014.0692,0,0,0,0,NA,NA,NA,NA,1,1,1,2,0,0,0,-6,-6,15,0,0,0,0,0,NA,NA
"2416","2416","WILLIAMSON, MARIANNE",2020,"Marianne Williamson",67,NA,-5,1,"Democrat",325496.83,325496.83,225394.83,0.92,299457.0836,299457.0836,207363.2436,69.2463978835063,100102,92093.84,101698.1248,113066.344,101698.1248,113066.344,62220.9248,68349.0724,61.1819784507964,60.4504134316044,39477.2,386690.53,355755.2876,60876.0412,155457.6348,0,0,0,0,NA,NA,NA,NA,2,1,1,2,0,0,0,-10,-5,15,0,0,0,0,0,NA,NA
"2417","2417","WILLIAMSON, MARIANNE",2020,"Marianne Williamson",67,NA,-4,0,"Democrat",55660.38,55660.38,31697.25,0.92,51207.5496,51207.5496,29161.47,56.9475989923173,23963.13,22046.0796,299457.0836,101698.1248,299457.0836,101698.1248,207363.2436,62220.9248,69.2463978835063,61.1819784507964,92093.84,10192.48,9377.0816,355755.2876,60876.0412,0,0,0,0,NA,NA,NA,NA,1,2,1,3,0,0,0,-4,-8,14,0,0,0,0,0,NA,NA
"2418","2418","CASTRO, JULIAN",2020,"Julian Castro",68,NA,-56,0,"Democrat",77386,77386,4186,0.92,71195.12,71195.12,3851.12,5.4092471506474,73200,67344,NA,NA,NA,NA,NA,NA,NA,NA,NA,93674.54,86180.5768,NA,NA,1,NA,NA,0,NA,NA,NA,NA,6,NA,NA,0,0,NA,NA,-336,NA,5,0,NA,NA,0,NA,NA,NA
"2419","2419","CASTRO, JULIAN",2020,"Julian Castro",68,NA,-55,0,"Democrat",35304.28,35304.28,3440,0.92,32479.9376,32479.9376,3164.8,9.74386108426514,31864.28,29315.1376,71195.12,NA,71195.12,NA,3851.12,NA,5.4092471506474,NA,67344,3394.82,3123.2344,86180.5768,NA,1,1,NA,1,NA,NA,NA,NA,2,6,NA,6,0,0,NA,-110,-330,5,0,0,NA,0,0,NA,NA
"2420","2420","CASTRO, JULIAN",2020,"Julian Castro",68,NA,-54,0,"Democrat",32250.37,32250.37,2198.9,0.92,29670.3404,29670.3404,2022.988,6.81821634914576,30051.47,27647.3524,32479.9376,71195.12,32479.9376,71195.12,3164.8,3851.12,9.74386108426514,5.4092471506474,29315.1376,15738.79,14479.6868,3123.2344,86180.5768,4,1,1,2,NA,NA,NA,NA,1,2,6,8,0,0,0,-54,-108,5,0,0,0,0,0,NA,NA
"2421","2421","CASTRO, JULIAN",2020,"Julian Castro",68,NA,-53,0,"Democrat",67307.54,67307.54,4985.73,0.92,61922.9368,61922.9368,4586.8716,7.40738704757298,62321.81,57336.0652,29670.3404,32479.9376,29670.3404,32479.9376,2022.988,3164.8,6.81821634914576,9.74386108426514,27647.3524,14221.34,13083.6328,14479.6868,3123.2344,0,4,1,5,NA,NA,NA,NA,1,1,2,3,0,0,0,-53,-53,7,0,0,0,0,0,NA,NA
"2422","2422","CASTRO, JULIAN",2020,"Julian Castro",68,NA,-52,0,"Democrat",42514.26,42514.26,2139.26,0.92,39113.1192,39113.1192,1968.1192,5.03186460260628,40375,37145,61922.9368,29670.3404,61922.9368,29670.3404,4586.8716,2022.988,7.40738704757298,6.81821634914576,57336.0652,22243.77,20464.2684,13083.6328,14479.6868,3,0,4,4,NA,NA,NA,NA,1,1,1,2,0,0,0,-52,-52,9,0,0,0,0,0,NA,NA
"2423","2423","CASTRO, JULIAN",2020,"Julian Castro",68,NA,-51,0,"Democrat",21482.94,21482.94,2482.94,0.92,19764.3048,19764.3048,2284.3048,11.5577290631543,19000,17480,39113.1192,61922.9368,39113.1192,61922.9368,1968.1192,4586.8716,5.03186460260628,7.40738704757298,37145,21649.73,19917.7516,20464.2684,13083.6328,1,3,0,3,NA,NA,NA,NA,1,1,1,2,0,0,0,-51,-51,9,0,0,0,0,0,NA,NA
"2424","2424","CASTRO, JULIAN",2020,"Julian Castro",68,NA,-50,0,"Democrat",40006.74,40006.74,1306.74,0.92,36806.2008,36806.2008,1202.2008,3.2662996285126,38700,35604,19764.3048,39113.1192,19764.3048,39113.1192,2284.3048,1968.1192,11.5577290631543,5.03186460260628,17480,5189.11,4773.9812,19917.7516,20464.2684,1,1,3,4,NA,NA,NA,NA,1,1,1,2,0,0,0,-50,-50,10,0,0,0,1,0,NA,NA
"2425","2425","CASTRO, JULIAN",2020,"Julian Castro",68,NA,-49,0,"Democrat",56171.69,56171.69,2903.69,0.92,51677.9548,51677.9548,2671.3948,5.16931215706702,53268,49006.56,36806.2008,19764.3048,36806.2008,19764.3048,1202.2008,2284.3048,3.2662996285126,11.5577290631543,35604,54993.93,50594.4156,4773.9812,19917.7516,0,1,1,2,NA,NA,NA,NA,1,1,1,2,0,0,0,-49,-49,11,0,0,0,0,1,NA,NA
"2426","2426","CASTRO, JULIAN",2020,"Julian Castro",68,NA,-48,0,"Democrat",32443.37,32443.37,893.37,0.92,29847.9004,29847.9004,821.9004,2.75362886161333,31550,29026,51677.9548,36806.2008,51677.9548,36806.2008,2671.3948,1202.2008,5.16931215706702,3.2662996285126,49006.56,142199.23,130823.2916,50594.4156,4773.9812,1,0,1,1,NA,NA,NA,NA,1,1,1,2,0,0,0,-48,-48,12,0,0,0,0,0,NA,NA
"2427","2427","CASTRO, JULIAN",2020,"Julian Castro",68,NA,-47,0,"Democrat",54115.8,54115.8,2265.8,0.92,49786.536,49786.536,2084.536,4.18694725015615,51850,47702,29847.9004,51677.9548,29847.9004,51677.9548,821.9004,2671.3948,2.75362886161333,5.16931215706702,29026,106025.62,97543.5704,130823.2916,50594.4156,1,1,0,1,NA,NA,NA,NA,1,1,1,2,0,0,0,-47,-47,14,0,0,0,1,0,NA,NA
"2428","2428","CASTRO, JULIAN",2020,"Julian Castro",68,NA,-46,0,"Democrat",110469.1,110469.1,7269.95,0.92,101631.572,101631.572,6688.354,6.58098056379567,103199.15,94943.218,49786.536,29847.9004,49786.536,29847.9004,2084.536,821.9004,4.18694725015615,2.75362886161333,47702,173563.93,159678.8156,97543.5704,130823.2916,0,1,1,2,NA,NA,NA,NA,0,1,1,2,0,0,0,0,-46,14,0,0,0,0,1,NA,NA
"2429","2429","CASTRO, JULIAN",2020,"Julian Castro",68,NA,-45,1,"Democrat",293519.24,293519.24,12869.24,0.92,270037.7008,270037.7008,11839.7008,4.38446215655233,280650,258198,101631.572,49786.536,101631.572,49786.536,6688.354,2084.536,6.58098056379567,4.18694725015615,94943.218,149095.13,137167.5196,159678.8156,97543.5704,1,0,1,1,NA,NA,NA,NA,1,0,1,1,0,0,0,-45,0,15,0,0,0,0,0,NA,NA
"2430","2430","CASTRO, JULIAN",2020,"Julian Castro",68,NA,-44,0,"Democrat",82418.38,82418.38,34517.68,0.92,75824.9096,75824.9096,31756.2656,41.8810464364866,47900.7,44068.644,270037.7008,101631.572,270037.7008,101631.572,11839.7008,6688.354,4.38446215655233,6.58098056379567,258198,354406.85,326054.302,137167.5196,159678.8156,0,1,0,1,NA,NA,NA,NA,1,1,0,1,0,0,0,-44,-44,17,0,0,0,0,0,NA,NA
"2431","2431","CASTRO, JULIAN",2020,"Julian Castro",68,NA,-43,0,"Democrat",35306.43,35306.43,23856.43,0.92,32481.9156,32481.9156,21947.9156,67.5696466620953,16450,15134,75824.9096,270037.7008,75824.9096,270037.7008,31756.2656,11839.7008,41.8810464364866,4.38446215655233,44068.644,270826.28,249160.1776,326054.302,137167.5196,4,0,1,1,NA,NA,NA,NA,1,1,1,2,0,0,0,-43,-43,19,0,0,0,0,0,NA,NA
