configuration,sessionid,type,distanceNeighbors,mean_degree,probRewire,seed,true_believer,n,step,result,finalPercentages,decay,winner,winnerPercent,winnerLead,meanDistance,clusterCoeff,meanDegree,degreeDistribution,timeShock,lengthShock,sizeShock,percentShocked
tmp,1,BA_min2,10,20,0,0.18,0.6,1000,11,converge,"0.185, 0.231, 0.219, 0.365",0,undecided,0.365,0.134,2.561786,0.05906,19.89,"[0,0,0,0,0,0,0,0,0,0,0.159,0.128,0.097,0.084,0.071,0.051,0.044,0.035,0.045,0.024,0.018,0.019,0.011,0.019,0.013,0.014,0.011,0.007,0.009,0.014,0.008,0.009,0.006,0.003,0.003,0.005,0.005,0.003,0.005,0.006,0.002,0.002,0.001,0.004,0.001,0.001,0.002,0.003,0,0.001,0.004,0.002,0.001,0.002,0.003,0,0.004,0.001,0,0.001,0,0.001,0.002,0.002,0.001,0,0.002,0.001,0,0,0,0,0,0,0,0,0.002,0,0.001,0.001,0.001,0.001,0.001,0,0,0,0.001,0.001,0,0,0.001,0.001,0.004,0.001,0,0,0,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0.001,0,0,0.001,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0,0.001]",3,3,-0.2,1
tmp,2,BA_min2,10,20,0,0.18,0.6,1000,11,converge,"0.184, 0.234, 0.219, 0.363",0,undecided,0.363,0.129,2.561786,0.05906,19.89,"[0,0,0,0,0,0,0,0,0,0,0.159,0.128,0.097,0.084,0.071,0.051,0.044,0.035,0.045,0.024,0.018,0.019,0.011,0.019,0.013,0.014,0.011,0.007,0.009,0.014,0.008,0.009,0.006,0.003,0.003,0.005,0.005,0.003,0.005,0.006,0.002,0.002,0.001,0.004,0.001,0.001,0.002,0.003,0,0.001,0.004,0.002,0.001,0.002,0.003,0,0.004,0.001,0,0.001,0,0.001,0.002,0.002,0.001,0,0.002,0.001,0,0,0,0,0,0,0,0,0.002,0,0.001,0.001,0.001,0.001,0.001,0,0,0,0.001,0.001,0,0,0.001,0.001,0.004,0.001,0,0,0,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0.001,0,0,0.001,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0,0.001]",3,4,-0.2,1
tmp,3,BA_min2,10,20,0,0.18,0.6,1000,11,converge,"0.186, 0.229, 0.219, 0.366",0,undecided,0.366,0.137,2.561786,0.05906,19.89,"[0,0,0,0,0,0,0,0,0,0,0.159,0.128,0.097,0.084,0.071,0.051,0.044,0.035,0.045,0.024,0.018,0.019,0.011,0.019,0.013,0.014,0.011,0.007,0.009,0.014,0.008,0.009,0.006,0.003,0.003,0.005,0.005,0.003,0.005,0.006,0.002,0.002,0.001,0.004,0.001,0.001,0.002,0.003,0,0.001,0.004,0.002,0.001,0.002,0.003,0,0.004,0.001,0,0.001,0,0.001,0.002,0.002,0.001,0,0.002,0.001,0,0,0,0,0,0,0,0,0.002,0,0.001,0.001,0.001,0.001,0.001,0,0,0,0.001,0.001,0,0,0.001,0.001,0.004,0.001,0,0,0,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0.001,0,0,0.001,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0,0.001]",3,3,-0.1,1
tmp,4,BA_min2,10,20,0,0.18,0.6,1000,11,converge,"0.185, 0.232, 0.219, 0.364",0,undecided,0.364,0.132,2.561786,0.05906,19.89,"[0,0,0,0,0,0,0,0,0,0,0.159,0.128,0.097,0.084,0.071,0.051,0.044,0.035,0.045,0.024,0.018,0.019,0.011,0.019,0.013,0.014,0.011,0.007,0.009,0.014,0.008,0.009,0.006,0.003,0.003,0.005,0.005,0.003,0.005,0.006,0.002,0.002,0.001,0.004,0.001,0.001,0.002,0.003,0,0.001,0.004,0.002,0.001,0.002,0.003,0,0.004,0.001,0,0.001,0,0.001,0.002,0.002,0.001,0,0.002,0.001,0,0,0,0,0,0,0,0,0.002,0,0.001,0.001,0.001,0.001,0.001,0,0,0,0.001,0.001,0,0,0.001,0.001,0.004,0.001,0,0,0,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0.001,0,0,0.001,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0,0.001]",3,4,-0.1,1
tmp,5,BA_min2,10,20,0,0.18,0.6,1000,11,converge,"0.197, 0.218, 0.222, 0.363",0,undecided,0.363,0.141,2.561786,0.05906,19.89,"[0,0,0,0,0,0,0,0,0,0,0.159,0.128,0.097,0.084,0.071,0.051,0.044,0.035,0.045,0.024,0.018,0.019,0.011,0.019,0.013,0.014,0.011,0.007,0.009,0.014,0.008,0.009,0.006,0.003,0.003,0.005,0.005,0.003,0.005,0.006,0.002,0.002,0.001,0.004,0.001,0.001,0.002,0.003,0,0.001,0.004,0.002,0.001,0.002,0.003,0,0.004,0.001,0,0.001,0,0.001,0.002,0.002,0.001,0,0.002,0.001,0,0,0,0,0,0,0,0,0.002,0,0.001,0.001,0.001,0.001,0.001,0,0,0,0.001,0.001,0,0,0.001,0.001,0.004,0.001,0,0,0,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0.001,0,0,0.001,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0,0.001]",3,3,0,1
tmp,6,BA_min2,10,20,0,0.18,0.6,1000,11,converge,"0.197, 0.217, 0.224, 0.362",0,undecided,0.362,0.138,2.561786,0.05906,19.89,"[0,0,0,0,0,0,0,0,0,0,0.159,0.128,0.097,0.084,0.071,0.051,0.044,0.035,0.045,0.024,0.018,0.019,0.011,0.019,0.013,0.014,0.011,0.007,0.009,0.014,0.008,0.009,0.006,0.003,0.003,0.005,0.005,0.003,0.005,0.006,0.002,0.002,0.001,0.004,0.001,0.001,0.002,0.003,0,0.001,0.004,0.002,0.001,0.002,0.003,0,0.004,0.001,0,0.001,0,0.001,0.002,0.002,0.001,0,0.002,0.001,0,0,0,0,0,0,0,0,0.002,0,0.001,0.001,0.001,0.001,0.001,0,0,0,0.001,0.001,0,0,0.001,0.001,0.004,0.001,0,0,0,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0.001,0,0,0.001,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0,0.001]",3,4,0,1
tmp,7,BA_min2,10,20,0,0.18,0.6,1000,11,converge,"0.204, 0.214, 0.224, 0.358",0,undecided,0.358,0.134,2.561786,0.05906,19.89,"[0,0,0,0,0,0,0,0,0,0,0.159,0.128,0.097,0.084,0.071,0.051,0.044,0.035,0.045,0.024,0.018,0.019,0.011,0.019,0.013,0.014,0.011,0.007,0.009,0.014,0.008,0.009,0.006,0.003,0.003,0.005,0.005,0.003,0.005,0.006,0.002,0.002,0.001,0.004,0.001,0.001,0.002,0.003,0,0.001,0.004,0.002,0.001,0.002,0.003,0,0.004,0.001,0,0.001,0,0.001,0.002,0.002,0.001,0,0.002,0.001,0,0,0,0,0,0,0,0,0.002,0,0.001,0.001,0.001,0.001,0.001,0,0,0,0.001,0.001,0,0,0.001,0.001,0.004,0.001,0,0,0,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0.001,0,0,0.001,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0,0.001]",3,3,0.1,1
tmp,8,BA_min2,10,20,0,0.18,0.6,1000,11,converge,"0.204, 0.214, 0.224, 0.358",0,undecided,0.358,0.134,2.561786,0.05906,19.89,"[0,0,0,0,0,0,0,0,0,0,0.159,0.128,0.097,0.084,0.071,0.051,0.044,0.035,0.045,0.024,0.018,0.019,0.011,0.019,0.013,0.014,0.011,0.007,0.009,0.014,0.008,0.009,0.006,0.003,0.003,0.005,0.005,0.003,0.005,0.006,0.002,0.002,0.001,0.004,0.001,0.001,0.002,0.003,0,0.001,0.004,0.002,0.001,0.002,0.003,0,0.004,0.001,0,0.001,0,0.001,0.002,0.002,0.001,0,0.002,0.001,0,0,0,0,0,0,0,0,0.002,0,0.001,0.001,0.001,0.001,0.001,0,0,0,0.001,0.001,0,0,0.001,0.001,0.004,0.001,0,0,0,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0.001,0,0,0.001,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0,0.001]",3,4,0.1,1
tmp,9,BA_min2,10,20,0,0.18,0.6,1000,11,converge,"0.204, 0.214, 0.224, 0.358",0,undecided,0.358,0.134,2.561786,0.05906,19.89,"[0,0,0,0,0,0,0,0,0,0,0.159,0.128,0.097,0.084,0.071,0.051,0.044,0.035,0.045,0.024,0.018,0.019,0.011,0.019,0.013,0.014,0.011,0.007,0.009,0.014,0.008,0.009,0.006,0.003,0.003,0.005,0.005,0.003,0.005,0.006,0.002,0.002,0.001,0.004,0.001,0.001,0.002,0.003,0,0.001,0.004,0.002,0.001,0.002,0.003,0,0.004,0.001,0,0.001,0,0.001,0.002,0.002,0.001,0,0.002,0.001,0,0,0,0,0,0,0,0,0.002,0,0.001,0.001,0.001,0.001,0.001,0,0,0,0.001,0.001,0,0,0.001,0.001,0.004,0.001,0,0,0,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0.001,0,0,0.001,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0,0.001]",3,3,0.2,1
tmp,10,BA_min2,10,20,0,0.18,0.6,1000,11,converge,"0.208, 0.214, 0.224, 0.354",0,undecided,0.354,0.13,2.561786,0.05906,19.89,"[0,0,0,0,0,0,0,0,0,0,0.159,0.128,0.097,0.084,0.071,0.051,0.044,0.035,0.045,0.024,0.018,0.019,0.011,0.019,0.013,0.014,0.011,0.007,0.009,0.014,0.008,0.009,0.006,0.003,0.003,0.005,0.005,0.003,0.005,0.006,0.002,0.002,0.001,0.004,0.001,0.001,0.002,0.003,0,0.001,0.004,0.002,0.001,0.002,0.003,0,0.004,0.001,0,0.001,0,0.001,0.002,0.002,0.001,0,0.002,0.001,0,0,0,0,0,0,0,0,0.002,0,0.001,0.001,0.001,0.001,0.001,0,0,0,0.001,0.001,0,0,0.001,0.001,0.004,0.001,0,0,0,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0.001,0,0,0.001,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0,0.001]",3,4,0.2,1
tmp,11,BA_min2,10,20,0,0.18,0.8,1000,11,converge,"0.238, 0.248, 0.217, 0.297",0,undecided,0.297,0.049,2.561786,0.05906,19.89,"[0,0,0,0,0,0,0,0,0,0,0.159,0.128,0.097,0.084,0.071,0.051,0.044,0.035,0.045,0.024,0.018,0.019,0.011,0.019,0.013,0.014,0.011,0.007,0.009,0.014,0.008,0.009,0.006,0.003,0.003,0.005,0.005,0.003,0.005,0.006,0.002,0.002,0.001,0.004,0.001,0.001,0.002,0.003,0,0.001,0.004,0.002,0.001,0.002,0.003,0,0.004,0.001,0,0.001,0,0.001,0.002,0.002,0.001,0,0.002,0.001,0,0,0,0,0,0,0,0,0.002,0,0.001,0.001,0.001,0.001,0.001,0,0,0,0.001,0.001,0,0,0.001,0.001,0.004,0.001,0,0,0,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0.001,0,0,0.001,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0,0.001]",3,3,-0.2,1
tmp,12,BA_min2,10,20,0,0.18,0.8,1000,11,converge,"0.238, 0.248, 0.217, 0.297",0,undecided,0.297,0.049,2.561786,0.05906,19.89,"[0,0,0,0,0,0,0,0,0,0,0.159,0.128,0.097,0.084,0.071,0.051,0.044,0.035,0.045,0.024,0.018,0.019,0.011,0.019,0.013,0.014,0.011,0.007,0.009,0.014,0.008,0.009,0.006,0.003,0.003,0.005,0.005,0.003,0.005,0.006,0.002,0.002,0.001,0.004,0.001,0.001,0.002,0.003,0,0.001,0.004,0.002,0.001,0.002,0.003,0,0.004,0.001,0,0.001,0,0.001,0.002,0.002,0.001,0,0.002,0.001,0,0,0,0,0,0,0,0,0.002,0,0.001,0.001,0.001,0.001,0.001,0,0,0,0.001,0.001,0,0,0.001,0.001,0.004,0.001,0,0,0,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0.001,0,0,0.001,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0,0.001]",3,4,-0.2,1
tmp,13,BA_min2,10,20,0,0.18,0.8,1000,11,converge,"0.238, 0.248, 0.217, 0.297",0,undecided,0.297,0.049,2.561786,0.05906,19.89,"[0,0,0,0,0,0,0,0,0,0,0.159,0.128,0.097,0.084,0.071,0.051,0.044,0.035,0.045,0.024,0.018,0.019,0.011,0.019,0.013,0.014,0.011,0.007,0.009,0.014,0.008,0.009,0.006,0.003,0.003,0.005,0.005,0.003,0.005,0.006,0.002,0.002,0.001,0.004,0.001,0.001,0.002,0.003,0,0.001,0.004,0.002,0.001,0.002,0.003,0,0.004,0.001,0,0.001,0,0.001,0.002,0.002,0.001,0,0.002,0.001,0,0,0,0,0,0,0,0,0.002,0,0.001,0.001,0.001,0.001,0.001,0,0,0,0.001,0.001,0,0,0.001,0.001,0.004,0.001,0,0,0,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0.001,0,0,0.001,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0,0.001]",3,3,-0.1,1
tmp,14,BA_min2,10,20,0,0.18,0.8,1000,11,converge,"0.238, 0.248, 0.217, 0.297",0,undecided,0.297,0.049,2.561786,0.05906,19.89,"[0,0,0,0,0,0,0,0,0,0,0.159,0.128,0.097,0.084,0.071,0.051,0.044,0.035,0.045,0.024,0.018,0.019,0.011,0.019,0.013,0.014,0.011,0.007,0.009,0.014,0.008,0.009,0.006,0.003,0.003,0.005,0.005,0.003,0.005,0.006,0.002,0.002,0.001,0.004,0.001,0.001,0.002,0.003,0,0.001,0.004,0.002,0.001,0.002,0.003,0,0.004,0.001,0,0.001,0,0.001,0.002,0.002,0.001,0,0.002,0.001,0,0,0,0,0,0,0,0,0.002,0,0.001,0.001,0.001,0.001,0.001,0,0,0,0.001,0.001,0,0,0.001,0.001,0.004,0.001,0,0,0,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0.001,0,0,0.001,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0,0.001]",3,4,-0.1,1
tmp,15,BA_min2,10,20,0,0.18,0.8,1000,11,converge,"0.242, 0.245, 0.216, 0.297",0,undecided,0.297,0.052,2.561786,0.05906,19.89,"[0,0,0,0,0,0,0,0,0,0,0.159,0.128,0.097,0.084,0.071,0.051,0.044,0.035,0.045,0.024,0.018,0.019,0.011,0.019,0.013,0.014,0.011,0.007,0.009,0.014,0.008,0.009,0.006,0.003,0.003,0.005,0.005,0.003,0.005,0.006,0.002,0.002,0.001,0.004,0.001,0.001,0.002,0.003,0,0.001,0.004,0.002,0.001,0.002,0.003,0,0.004,0.001,0,0.001,0,0.001,0.002,0.002,0.001,0,0.002,0.001,0,0,0,0,0,0,0,0,0.002,0,0.001,0.001,0.001,0.001,0.001,0,0,0,0.001,0.001,0,0,0.001,0.001,0.004,0.001,0,0,0,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0.001,0,0,0.001,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0,0.001]",3,3,0,1
tmp,16,BA_min2,10,20,0,0.18,0.8,1000,11,converge,"0.243, 0.246, 0.215, 0.296",0,undecided,0.296,0.05,2.561786,0.05906,19.89,"[0,0,0,0,0,0,0,0,0,0,0.159,0.128,0.097,0.084,0.071,0.051,0.044,0.035,0.045,0.024,0.018,0.019,0.011,0.019,0.013,0.014,0.011,0.007,0.009,0.014,0.008,0.009,0.006,0.003,0.003,0.005,0.005,0.003,0.005,0.006,0.002,0.002,0.001,0.004,0.001,0.001,0.002,0.003,0,0.001,0.004,0.002,0.001,0.002,0.003,0,0.004,0.001,0,0.001,0,0.001,0.002,0.002,0.001,0,0.002,0.001,0,0,0,0,0,0,0,0,0.002,0,0.001,0.001,0.001,0.001,0.001,0,0,0,0.001,0.001,0,0,0.001,0.001,0.004,0.001,0,0,0,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0.001,0,0,0.001,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0,0.001]",3,4,0,1
tmp,17,BA_min2,10,20,0,0.18,0.8,1000,11,converge,"0.269, 0.236, 0.214, 0.281",0,undecided,0.281,0.012,2.561786,0.05906,19.89,"[0,0,0,0,0,0,0,0,0,0,0.159,0.128,0.097,0.084,0.071,0.051,0.044,0.035,0.045,0.024,0.018,0.019,0.011,0.019,0.013,0.014,0.011,0.007,0.009,0.014,0.008,0.009,0.006,0.003,0.003,0.005,0.005,0.003,0.005,0.006,0.002,0.002,0.001,0.004,0.001,0.001,0.002,0.003,0,0.001,0.004,0.002,0.001,0.002,0.003,0,0.004,0.001,0,0.001,0,0.001,0.002,0.002,0.001,0,0.002,0.001,0,0,0,0,0,0,0,0,0.002,0,0.001,0.001,0.001,0.001,0.001,0,0,0,0.001,0.001,0,0,0.001,0.001,0.004,0.001,0,0,0,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0.001,0,0,0.001,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0,0.001]",3,3,0.1,1
tmp,18,BA_min2,10,20,0,0.18,0.8,1000,11,converge,"0.269, 0.236, 0.214, 0.281",0,undecided,0.281,0.012,2.561786,0.05906,19.89,"[0,0,0,0,0,0,0,0,0,0,0.159,0.128,0.097,0.084,0.071,0.051,0.044,0.035,0.045,0.024,0.018,0.019,0.011,0.019,0.013,0.014,0.011,0.007,0.009,0.014,0.008,0.009,0.006,0.003,0.003,0.005,0.005,0.003,0.005,0.006,0.002,0.002,0.001,0.004,0.001,0.001,0.002,0.003,0,0.001,0.004,0.002,0.001,0.002,0.003,0,0.004,0.001,0,0.001,0,0.001,0.002,0.002,0.001,0,0.002,0.001,0,0,0,0,0,0,0,0,0.002,0,0.001,0.001,0.001,0.001,0.001,0,0,0,0.001,0.001,0,0,0.001,0.001,0.004,0.001,0,0,0,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0.001,0,0,0.001,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0,0.001]",3,4,0.1,1
tmp,19,BA_min2,10,20,0,0.18,0.8,1000,11,converge,"0.269, 0.236, 0.214, 0.281",0,undecided,0.281,0.012,2.561786,0.05906,19.89,"[0,0,0,0,0,0,0,0,0,0,0.159,0.128,0.097,0.084,0.071,0.051,0.044,0.035,0.045,0.024,0.018,0.019,0.011,0.019,0.013,0.014,0.011,0.007,0.009,0.014,0.008,0.009,0.006,0.003,0.003,0.005,0.005,0.003,0.005,0.006,0.002,0.002,0.001,0.004,0.001,0.001,0.002,0.003,0,0.001,0.004,0.002,0.001,0.002,0.003,0,0.004,0.001,0,0.001,0,0.001,0.002,0.002,0.001,0,0.002,0.001,0,0,0,0,0,0,0,0,0.002,0,0.001,0.001,0.001,0.001,0.001,0,0,0,0.001,0.001,0,0,0.001,0.001,0.004,0.001,0,0,0,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0.001,0,0,0.001,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0,0.001]",3,3,0.2,1
tmp,20,BA_min2,10,20,0,0.18,0.8,1000,11,converge,"0.27, 0.236, 0.214, 0.28",0,undecided,0.28,0.01,2.561786,0.05906,19.89,"[0,0,0,0,0,0,0,0,0,0,0.159,0.128,0.097,0.084,0.071,0.051,0.044,0.035,0.045,0.024,0.018,0.019,0.011,0.019,0.013,0.014,0.011,0.007,0.009,0.014,0.008,0.009,0.006,0.003,0.003,0.005,0.005,0.003,0.005,0.006,0.002,0.002,0.001,0.004,0.001,0.001,0.002,0.003,0,0.001,0.004,0.002,0.001,0.002,0.003,0,0.004,0.001,0,0.001,0,0.001,0.002,0.002,0.001,0,0.002,0.001,0,0,0,0,0,0,0,0,0.002,0,0.001,0.001,0.001,0.001,0.001,0,0,0,0.001,0.001,0,0,0.001,0.001,0.004,0.001,0,0,0,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0.001,0,0,0.001,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0,0.001]",3,4,0.2,1
tmp,21,BA_min2,10,20,0,0.18,1,1000,11,converge,"0.267, 0.198, 0.269, 0.266",0,3,0.269,0.002,2.561786,0.05906,19.89,"[0,0,0,0,0,0,0,0,0,0,0.159,0.128,0.097,0.084,0.071,0.051,0.044,0.035,0.045,0.024,0.018,0.019,0.011,0.019,0.013,0.014,0.011,0.007,0.009,0.014,0.008,0.009,0.006,0.003,0.003,0.005,0.005,0.003,0.005,0.006,0.002,0.002,0.001,0.004,0.001,0.001,0.002,0.003,0,0.001,0.004,0.002,0.001,0.002,0.003,0,0.004,0.001,0,0.001,0,0.001,0.002,0.002,0.001,0,0.002,0.001,0,0,0,0,0,0,0,0,0.002,0,0.001,0.001,0.001,0.001,0.001,0,0,0,0.001,0.001,0,0,0.001,0.001,0.004,0.001,0,0,0,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0.001,0,0,0.001,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0,0.001]",3,3,-0.2,1
tmp,22,BA_min2,10,20,0,0.18,1,1000,11,converge,"0.267, 0.198, 0.269, 0.266",0,3,0.269,0.002,2.561786,0.05906,19.89,"[0,0,0,0,0,0,0,0,0,0,0.159,0.128,0.097,0.084,0.071,0.051,0.044,0.035,0.045,0.024,0.018,0.019,0.011,0.019,0.013,0.014,0.011,0.007,0.009,0.014,0.008,0.009,0.006,0.003,0.003,0.005,0.005,0.003,0.005,0.006,0.002,0.002,0.001,0.004,0.001,0.001,0.002,0.003,0,0.001,0.004,0.002,0.001,0.002,0.003,0,0.004,0.001,0,0.001,0,0.001,0.002,0.002,0.001,0,0.002,0.001,0,0,0,0,0,0,0,0,0.002,0,0.001,0.001,0.001,0.001,0.001,0,0,0,0.001,0.001,0,0,0.001,0.001,0.004,0.001,0,0,0,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0.001,0,0,0.001,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0,0.001]",3,4,-0.2,1
tmp,23,BA_min2,10,20,0,0.18,1,1000,11,converge,"0.267, 0.198, 0.269, 0.266",0,3,0.269,0.002,2.561786,0.05906,19.89,"[0,0,0,0,0,0,0,0,0,0,0.159,0.128,0.097,0.084,0.071,0.051,0.044,0.035,0.045,0.024,0.018,0.019,0.011,0.019,0.013,0.014,0.011,0.007,0.009,0.014,0.008,0.009,0.006,0.003,0.003,0.005,0.005,0.003,0.005,0.006,0.002,0.002,0.001,0.004,0.001,0.001,0.002,0.003,0,0.001,0.004,0.002,0.001,0.002,0.003,0,0.004,0.001,0,0.001,0,0.001,0.002,0.002,0.001,0,0.002,0.001,0,0,0,0,0,0,0,0,0.002,0,0.001,0.001,0.001,0.001,0.001,0,0,0,0.001,0.001,0,0,0.001,0.001,0.004,0.001,0,0,0,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0.001,0,0,0.001,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0,0.001]",3,3,-0.1,1
tmp,24,BA_min2,10,20,0,0.18,1,1000,11,converge,"0.267, 0.198, 0.269, 0.266",0,3,0.269,0.002,2.561786,0.05906,19.89,"[0,0,0,0,0,0,0,0,0,0,0.159,0.128,0.097,0.084,0.071,0.051,0.044,0.035,0.045,0.024,0.018,0.019,0.011,0.019,0.013,0.014,0.011,0.007,0.009,0.014,0.008,0.009,0.006,0.003,0.003,0.005,0.005,0.003,0.005,0.006,0.002,0.002,0.001,0.004,0.001,0.001,0.002,0.003,0,0.001,0.004,0.002,0.001,0.002,0.003,0,0.004,0.001,0,0.001,0,0.001,0.002,0.002,0.001,0,0.002,0.001,0,0,0,0,0,0,0,0,0.002,0,0.001,0.001,0.001,0.001,0.001,0,0,0,0.001,0.001,0,0,0.001,0.001,0.004,0.001,0,0,0,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0.001,0,0,0.001,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0,0.001]",3,4,-0.1,1
tmp,25,BA_min2,10,20,0,0.18,1,1000,11,converge,"0.274, 0.197, 0.264, 0.265",0,1,0.274,0.009,2.561786,0.05906,19.89,"[0,0,0,0,0,0,0,0,0,0,0.159,0.128,0.097,0.084,0.071,0.051,0.044,0.035,0.045,0.024,0.018,0.019,0.011,0.019,0.013,0.014,0.011,0.007,0.009,0.014,0.008,0.009,0.006,0.003,0.003,0.005,0.005,0.003,0.005,0.006,0.002,0.002,0.001,0.004,0.001,0.001,0.002,0.003,0,0.001,0.004,0.002,0.001,0.002,0.003,0,0.004,0.001,0,0.001,0,0.001,0.002,0.002,0.001,0,0.002,0.001,0,0,0,0,0,0,0,0,0.002,0,0.001,0.001,0.001,0.001,0.001,0,0,0,0.001,0.001,0,0,0.001,0.001,0.004,0.001,0,0,0,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0.001,0,0,0.001,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0,0.001]",3,3,0,1
tmp,26,BA_min2,10,20,0,0.18,1,1000,11,converge,"0.27, 0.197, 0.267, 0.266",0,1,0.27,0.003,2.561786,0.05906,19.89,"[0,0,0,0,0,0,0,0,0,0,0.159,0.128,0.097,0.084,0.071,0.051,0.044,0.035,0.045,0.024,0.018,0.019,0.011,0.019,0.013,0.014,0.011,0.007,0.009,0.014,0.008,0.009,0.006,0.003,0.003,0.005,0.005,0.003,0.005,0.006,0.002,0.002,0.001,0.004,0.001,0.001,0.002,0.003,0,0.001,0.004,0.002,0.001,0.002,0.003,0,0.004,0.001,0,0.001,0,0.001,0.002,0.002,0.001,0,0.002,0.001,0,0,0,0,0,0,0,0,0.002,0,0.001,0.001,0.001,0.001,0.001,0,0,0,0.001,0.001,0,0,0.001,0.001,0.004,0.001,0,0,0,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0.001,0,0,0.001,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0,0.001]",3,4,0,1
