configuration,sessionid,type,distanceNeighbors,mean_degree,probRewire,seed,true_believer,n,step,result,finalPercentages,decay,winner,winnerPercent,winnerLead,meanDistance,clusterCoeff,meanDegree,degreeDistribution,timeShock,lengthShock,sizeShock,percentShocked
tmp,71,BA_min2,10,20,0,0.22,0.8,1000,11,converge,"0.29, 0.236, 0.219, 0.255",0,1,0.29,0.035,2.561786,0.05906,19.89,"[0,0,0,0,0,0,0,0,0,0,0.159,0.128,0.097,0.084,0.071,0.051,0.044,0.035,0.045,0.024,0.018,0.019,0.011,0.019,0.013,0.014,0.011,0.007,0.009,0.014,0.008,0.009,0.006,0.003,0.003,0.005,0.005,0.003,0.005,0.006,0.002,0.002,0.001,0.004,0.001,0.001,0.002,0.003,0,0.001,0.004,0.002,0.001,0.002,0.003,0,0.004,0.001,0,0.001,0,0.001,0.002,0.002,0.001,0,0.002,0.001,0,0,0,0,0,0,0,0,0.002,0,0.001,0.001,0.001,0.001,0.001,0,0,0,0.001,0.001,0,0,0.001,0.001,0.004,0.001,0,0,0,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0.001,0,0,0.001,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0,0.001]",3,3,-0.2,1
tmp,72,BA_min2,10,20,0,0.22,0.8,1000,11,converge,"0.289, 0.236, 0.221, 0.254",0,1,0.289,0.035,2.561786,0.05906,19.89,"[0,0,0,0,0,0,0,0,0,0,0.159,0.128,0.097,0.084,0.071,0.051,0.044,0.035,0.045,0.024,0.018,0.019,0.011,0.019,0.013,0.014,0.011,0.007,0.009,0.014,0.008,0.009,0.006,0.003,0.003,0.005,0.005,0.003,0.005,0.006,0.002,0.002,0.001,0.004,0.001,0.001,0.002,0.003,0,0.001,0.004,0.002,0.001,0.002,0.003,0,0.004,0.001,0,0.001,0,0.001,0.002,0.002,0.001,0,0.002,0.001,0,0,0,0,0,0,0,0,0.002,0,0.001,0.001,0.001,0.001,0.001,0,0,0,0.001,0.001,0,0,0.001,0.001,0.004,0.001,0,0,0,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0.001,0,0,0.001,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0,0.001]",3,4,-0.2,1
tmp,73,BA_min2,10,20,0,0.22,0.8,1000,11,converge,"0.29, 0.236, 0.219, 0.255",0,1,0.29,0.035,2.561786,0.05906,19.89,"[0,0,0,0,0,0,0,0,0,0,0.159,0.128,0.097,0.084,0.071,0.051,0.044,0.035,0.045,0.024,0.018,0.019,0.011,0.019,0.013,0.014,0.011,0.007,0.009,0.014,0.008,0.009,0.006,0.003,0.003,0.005,0.005,0.003,0.005,0.006,0.002,0.002,0.001,0.004,0.001,0.001,0.002,0.003,0,0.001,0.004,0.002,0.001,0.002,0.003,0,0.004,0.001,0,0.001,0,0.001,0.002,0.002,0.001,0,0.002,0.001,0,0,0,0,0,0,0,0,0.002,0,0.001,0.001,0.001,0.001,0.001,0,0,0,0.001,0.001,0,0,0.001,0.001,0.004,0.001,0,0,0,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0.001,0,0,0.001,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0,0.001]",3,3,-0.1,1
tmp,74,BA_min2,10,20,0,0.22,0.8,1000,11,converge,"0.289, 0.236, 0.221, 0.254",0,1,0.289,0.035,2.561786,0.05906,19.89,"[0,0,0,0,0,0,0,0,0,0,0.159,0.128,0.097,0.084,0.071,0.051,0.044,0.035,0.045,0.024,0.018,0.019,0.011,0.019,0.013,0.014,0.011,0.007,0.009,0.014,0.008,0.009,0.006,0.003,0.003,0.005,0.005,0.003,0.005,0.006,0.002,0.002,0.001,0.004,0.001,0.001,0.002,0.003,0,0.001,0.004,0.002,0.001,0.002,0.003,0,0.004,0.001,0,0.001,0,0.001,0.002,0.002,0.001,0,0.002,0.001,0,0,0,0,0,0,0,0,0.002,0,0.001,0.001,0.001,0.001,0.001,0,0,0,0.001,0.001,0,0,0.001,0.001,0.004,0.001,0,0,0,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0.001,0,0,0.001,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0,0.001]",3,4,-0.1,1
tmp,75,BA_min2,10,20,0,0.22,0.8,1000,11,converge,"0.3, 0.232, 0.213, 0.255",0,1,0.3,0.045,2.561786,0.05906,19.89,"[0,0,0,0,0,0,0,0,0,0,0.159,0.128,0.097,0.084,0.071,0.051,0.044,0.035,0.045,0.024,0.018,0.019,0.011,0.019,0.013,0.014,0.011,0.007,0.009,0.014,0.008,0.009,0.006,0.003,0.003,0.005,0.005,0.003,0.005,0.006,0.002,0.002,0.001,0.004,0.001,0.001,0.002,0.003,0,0.001,0.004,0.002,0.001,0.002,0.003,0,0.004,0.001,0,0.001,0,0.001,0.002,0.002,0.001,0,0.002,0.001,0,0,0,0,0,0,0,0,0.002,0,0.001,0.001,0.001,0.001,0.001,0,0,0,0.001,0.001,0,0,0.001,0.001,0.004,0.001,0,0,0,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0.001,0,0,0.001,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0,0.001]",3,3,0,1
tmp,76,BA_min2,10,20,0,0.22,0.8,1000,11,converge,"0.3, 0.233, 0.213, 0.254",0,1,0.3,0.046,2.561786,0.05906,19.89,"[0,0,0,0,0,0,0,0,0,0,0.159,0.128,0.097,0.084,0.071,0.051,0.044,0.035,0.045,0.024,0.018,0.019,0.011,0.019,0.013,0.014,0.011,0.007,0.009,0.014,0.008,0.009,0.006,0.003,0.003,0.005,0.005,0.003,0.005,0.006,0.002,0.002,0.001,0.004,0.001,0.001,0.002,0.003,0,0.001,0.004,0.002,0.001,0.002,0.003,0,0.004,0.001,0,0.001,0,0.001,0.002,0.002,0.001,0,0.002,0.001,0,0,0,0,0,0,0,0,0.002,0,0.001,0.001,0.001,0.001,0.001,0,0,0,0.001,0.001,0,0,0.001,0.001,0.004,0.001,0,0,0,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0.001,0,0,0.001,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0,0.001]",3,4,0,1
tmp,77,BA_min2,10,20,0,0.22,0.8,1000,11,converge,"0.321, 0.227, 0.213, 0.239",0,1,0.321,0.082,2.561786,0.05906,19.89,"[0,0,0,0,0,0,0,0,0,0,0.159,0.128,0.097,0.084,0.071,0.051,0.044,0.035,0.045,0.024,0.018,0.019,0.011,0.019,0.013,0.014,0.011,0.007,0.009,0.014,0.008,0.009,0.006,0.003,0.003,0.005,0.005,0.003,0.005,0.006,0.002,0.002,0.001,0.004,0.001,0.001,0.002,0.003,0,0.001,0.004,0.002,0.001,0.002,0.003,0,0.004,0.001,0,0.001,0,0.001,0.002,0.002,0.001,0,0.002,0.001,0,0,0,0,0,0,0,0,0.002,0,0.001,0.001,0.001,0.001,0.001,0,0,0,0.001,0.001,0,0,0.001,0.001,0.004,0.001,0,0,0,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0.001,0,0,0.001,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0,0.001]",3,3,0.1,1
tmp,78,BA_min2,10,20,0,0.22,0.8,1000,11,converge,"0.322, 0.228, 0.212, 0.238",0,1,0.322,0.084,2.561786,0.05906,19.89,"[0,0,0,0,0,0,0,0,0,0,0.159,0.128,0.097,0.084,0.071,0.051,0.044,0.035,0.045,0.024,0.018,0.019,0.011,0.019,0.013,0.014,0.011,0.007,0.009,0.014,0.008,0.009,0.006,0.003,0.003,0.005,0.005,0.003,0.005,0.006,0.002,0.002,0.001,0.004,0.001,0.001,0.002,0.003,0,0.001,0.004,0.002,0.001,0.002,0.003,0,0.004,0.001,0,0.001,0,0.001,0.002,0.002,0.001,0,0.002,0.001,0,0,0,0,0,0,0,0,0.002,0,0.001,0.001,0.001,0.001,0.001,0,0,0,0.001,0.001,0,0,0.001,0.001,0.004,0.001,0,0,0,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0.001,0,0,0.001,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0,0.001]",3,4,0.1,1
tmp,79,BA_min2,10,20,0,0.22,0.8,1000,11,converge,"0.321, 0.227, 0.213, 0.239",0,1,0.321,0.082,2.561786,0.05906,19.89,"[0,0,0,0,0,0,0,0,0,0,0.159,0.128,0.097,0.084,0.071,0.051,0.044,0.035,0.045,0.024,0.018,0.019,0.011,0.019,0.013,0.014,0.011,0.007,0.009,0.014,0.008,0.009,0.006,0.003,0.003,0.005,0.005,0.003,0.005,0.006,0.002,0.002,0.001,0.004,0.001,0.001,0.002,0.003,0,0.001,0.004,0.002,0.001,0.002,0.003,0,0.004,0.001,0,0.001,0,0.001,0.002,0.002,0.001,0,0.002,0.001,0,0,0,0,0,0,0,0,0.002,0,0.001,0.001,0.001,0.001,0.001,0,0,0,0.001,0.001,0,0,0.001,0.001,0.004,0.001,0,0,0,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0.001,0,0,0.001,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0,0.001]",3,3,0.2,1
tmp,80,BA_min2,10,20,0,0.22,0.8,1000,11,converge,"0.325, 0.228, 0.212, 0.235",0,1,0.325,0.09,2.561786,0.05906,19.89,"[0,0,0,0,0,0,0,0,0,0,0.159,0.128,0.097,0.084,0.071,0.051,0.044,0.035,0.045,0.024,0.018,0.019,0.011,0.019,0.013,0.014,0.011,0.007,0.009,0.014,0.008,0.009,0.006,0.003,0.003,0.005,0.005,0.003,0.005,0.006,0.002,0.002,0.001,0.004,0.001,0.001,0.002,0.003,0,0.001,0.004,0.002,0.001,0.002,0.003,0,0.004,0.001,0,0.001,0,0.001,0.002,0.002,0.001,0,0.002,0.001,0,0,0,0,0,0,0,0,0.002,0,0.001,0.001,0.001,0.001,0.001,0,0,0,0.001,0.001,0,0,0.001,0.001,0.004,0.001,0,0,0,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0.001,0,0,0.001,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0,0.001]",3,4,0.2,1
tmp,81,BA_min2,10,20,0,0.22,1,1000,11,converge,"0.339, 0.237, 0.211, 0.213",0,1,0.339,0.102,2.561786,0.05906,19.89,"[0,0,0,0,0,0,0,0,0,0,0.159,0.128,0.097,0.084,0.071,0.051,0.044,0.035,0.045,0.024,0.018,0.019,0.011,0.019,0.013,0.014,0.011,0.007,0.009,0.014,0.008,0.009,0.006,0.003,0.003,0.005,0.005,0.003,0.005,0.006,0.002,0.002,0.001,0.004,0.001,0.001,0.002,0.003,0,0.001,0.004,0.002,0.001,0.002,0.003,0,0.004,0.001,0,0.001,0,0.001,0.002,0.002,0.001,0,0.002,0.001,0,0,0,0,0,0,0,0,0.002,0,0.001,0.001,0.001,0.001,0.001,0,0,0,0.001,0.001,0,0,0.001,0.001,0.004,0.001,0,0,0,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0.001,0,0,0.001,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0,0.001]",3,3,-0.2,1
tmp,82,BA_min2,10,20,0,0.22,1,1000,11,converge,"0.336, 0.237, 0.213, 0.214",0,1,0.336,0.099,2.561786,0.05906,19.89,"[0,0,0,0,0,0,0,0,0,0,0.159,0.128,0.097,0.084,0.071,0.051,0.044,0.035,0.045,0.024,0.018,0.019,0.011,0.019,0.013,0.014,0.011,0.007,0.009,0.014,0.008,0.009,0.006,0.003,0.003,0.005,0.005,0.003,0.005,0.006,0.002,0.002,0.001,0.004,0.001,0.001,0.002,0.003,0,0.001,0.004,0.002,0.001,0.002,0.003,0,0.004,0.001,0,0.001,0,0.001,0.002,0.002,0.001,0,0.002,0.001,0,0,0,0,0,0,0,0,0.002,0,0.001,0.001,0.001,0.001,0.001,0,0,0,0.001,0.001,0,0,0.001,0.001,0.004,0.001,0,0,0,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0.001,0,0,0.001,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0,0.001]",3,4,-0.2,1
tmp,83,BA_min2,10,20,0,0.22,1,1000,11,converge,"0.339, 0.237, 0.211, 0.213",0,1,0.339,0.102,2.561786,0.05906,19.89,"[0,0,0,0,0,0,0,0,0,0,0.159,0.128,0.097,0.084,0.071,0.051,0.044,0.035,0.045,0.024,0.018,0.019,0.011,0.019,0.013,0.014,0.011,0.007,0.009,0.014,0.008,0.009,0.006,0.003,0.003,0.005,0.005,0.003,0.005,0.006,0.002,0.002,0.001,0.004,0.001,0.001,0.002,0.003,0,0.001,0.004,0.002,0.001,0.002,0.003,0,0.004,0.001,0,0.001,0,0.001,0.002,0.002,0.001,0,0.002,0.001,0,0,0,0,0,0,0,0,0.002,0,0.001,0.001,0.001,0.001,0.001,0,0,0,0.001,0.001,0,0,0.001,0.001,0.004,0.001,0,0,0,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0.001,0,0,0.001,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0,0.001]",3,3,-0.1,1
tmp,84,BA_min2,10,20,0,0.22,1,1000,11,converge,"0.336, 0.237, 0.213, 0.214",0,1,0.336,0.099,2.561786,0.05906,19.89,"[0,0,0,0,0,0,0,0,0,0,0.159,0.128,0.097,0.084,0.071,0.051,0.044,0.035,0.045,0.024,0.018,0.019,0.011,0.019,0.013,0.014,0.011,0.007,0.009,0.014,0.008,0.009,0.006,0.003,0.003,0.005,0.005,0.003,0.005,0.006,0.002,0.002,0.001,0.004,0.001,0.001,0.002,0.003,0,0.001,0.004,0.002,0.001,0.002,0.003,0,0.004,0.001,0,0.001,0,0.001,0.002,0.002,0.001,0,0.002,0.001,0,0,0,0,0,0,0,0,0.002,0,0.001,0.001,0.001,0.001,0.001,0,0,0,0.001,0.001,0,0,0.001,0.001,0.004,0.001,0,0,0,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0.001,0,0,0.001,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0,0.001]",3,4,-0.1,1
tmp,85,BA_min2,10,20,0,0.22,1,1000,11,converge,"0.347, 0.233, 0.199, 0.221",0,1,0.347,0.114,2.561786,0.05906,19.89,"[0,0,0,0,0,0,0,0,0,0,0.159,0.128,0.097,0.084,0.071,0.051,0.044,0.035,0.045,0.024,0.018,0.019,0.011,0.019,0.013,0.014,0.011,0.007,0.009,0.014,0.008,0.009,0.006,0.003,0.003,0.005,0.005,0.003,0.005,0.006,0.002,0.002,0.001,0.004,0.001,0.001,0.002,0.003,0,0.001,0.004,0.002,0.001,0.002,0.003,0,0.004,0.001,0,0.001,0,0.001,0.002,0.002,0.001,0,0.002,0.001,0,0,0,0,0,0,0,0,0.002,0,0.001,0.001,0.001,0.001,0.001,0,0,0,0.001,0.001,0,0,0.001,0.001,0.004,0.001,0,0,0,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0.001,0,0,0.001,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0,0.001]",3,3,0,1
tmp,86,BA_min2,10,20,0,0.22,1,1000,11,converge,"0.342, 0.235, 0.201, 0.222",0,1,0.342,0.107,2.561786,0.05906,19.89,"[0,0,0,0,0,0,0,0,0,0,0.159,0.128,0.097,0.084,0.071,0.051,0.044,0.035,0.045,0.024,0.018,0.019,0.011,0.019,0.013,0.014,0.011,0.007,0.009,0.014,0.008,0.009,0.006,0.003,0.003,0.005,0.005,0.003,0.005,0.006,0.002,0.002,0.001,0.004,0.001,0.001,0.002,0.003,0,0.001,0.004,0.002,0.001,0.002,0.003,0,0.004,0.001,0,0.001,0,0.001,0.002,0.002,0.001,0,0.002,0.001,0,0,0,0,0,0,0,0,0.002,0,0.001,0.001,0.001,0.001,0.001,0,0,0,0.001,0.001,0,0,0.001,0.001,0.004,0.001,0,0,0,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0.001,0,0,0.001,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0,0.001]",3,4,0,1
tmp,87,BA_min2,10,20,0,0.22,1,1000,11,converge,"0.351, 0.229, 0.2, 0.22",0,1,0.351,0.122,2.561786,0.05906,19.89,"[0,0,0,0,0,0,0,0,0,0,0.159,0.128,0.097,0.084,0.071,0.051,0.044,0.035,0.045,0.024,0.018,0.019,0.011,0.019,0.013,0.014,0.011,0.007,0.009,0.014,0.008,0.009,0.006,0.003,0.003,0.005,0.005,0.003,0.005,0.006,0.002,0.002,0.001,0.004,0.001,0.001,0.002,0.003,0,0.001,0.004,0.002,0.001,0.002,0.003,0,0.004,0.001,0,0.001,0,0.001,0.002,0.002,0.001,0,0.002,0.001,0,0,0,0,0,0,0,0,0.002,0,0.001,0.001,0.001,0.001,0.001,0,0,0,0.001,0.001,0,0,0.001,0.001,0.004,0.001,0,0,0,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0.001,0,0,0.001,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0,0.001]",3,3,0.1,1
tmp,88,BA_min2,10,20,0,0.22,1,1000,11,converge,"0.351, 0.228, 0.2, 0.221",0,1,0.351,0.123,2.561786,0.05906,19.89,"[0,0,0,0,0,0,0,0,0,0,0.159,0.128,0.097,0.084,0.071,0.051,0.044,0.035,0.045,0.024,0.018,0.019,0.011,0.019,0.013,0.014,0.011,0.007,0.009,0.014,0.008,0.009,0.006,0.003,0.003,0.005,0.005,0.003,0.005,0.006,0.002,0.002,0.001,0.004,0.001,0.001,0.002,0.003,0,0.001,0.004,0.002,0.001,0.002,0.003,0,0.004,0.001,0,0.001,0,0.001,0.002,0.002,0.001,0,0.002,0.001,0,0,0,0,0,0,0,0,0.002,0,0.001,0.001,0.001,0.001,0.001,0,0,0,0.001,0.001,0,0,0.001,0.001,0.004,0.001,0,0,0,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0.001,0,0,0.001,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0,0.001]",3,4,0.1,1
tmp,89,BA_min2,10,20,0,0.22,1,1000,11,converge,"0.351, 0.229, 0.2, 0.22",0,1,0.351,0.122,2.561786,0.05906,19.89,"[0,0,0,0,0,0,0,0,0,0,0.159,0.128,0.097,0.084,0.071,0.051,0.044,0.035,0.045,0.024,0.018,0.019,0.011,0.019,0.013,0.014,0.011,0.007,0.009,0.014,0.008,0.009,0.006,0.003,0.003,0.005,0.005,0.003,0.005,0.006,0.002,0.002,0.001,0.004,0.001,0.001,0.002,0.003,0,0.001,0.004,0.002,0.001,0.002,0.003,0,0.004,0.001,0,0.001,0,0.001,0.002,0.002,0.001,0,0.002,0.001,0,0,0,0,0,0,0,0,0.002,0,0.001,0.001,0.001,0.001,0.001,0,0,0,0.001,0.001,0,0,0.001,0.001,0.004,0.001,0,0,0,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0.001,0,0,0.001,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0,0.001]",3,3,0.2,1
tmp,90,BA_min2,10,20,0,0.22,1,1000,11,converge,"0.352, 0.228, 0.2, 0.22",0,1,0.352,0.124,2.561786,0.05906,19.89,"[0,0,0,0,0,0,0,0,0,0,0.159,0.128,0.097,0.084,0.071,0.051,0.044,0.035,0.045,0.024,0.018,0.019,0.011,0.019,0.013,0.014,0.011,0.007,0.009,0.014,0.008,0.009,0.006,0.003,0.003,0.005,0.005,0.003,0.005,0.006,0.002,0.002,0.001,0.004,0.001,0.001,0.002,0.003,0,0.001,0.004,0.002,0.001,0.002,0.003,0,0.004,0.001,0,0.001,0,0.001,0.002,0.002,0.001,0,0.002,0.001,0,0,0,0,0,0,0,0,0.002,0,0.001,0.001,0.001,0.001,0.001,0,0,0,0.001,0.001,0,0,0.001,0.001,0.004,0.001,0,0,0,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0.001,0,0,0.001,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0.001,0,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0,0.001]",3,4,0.2,1
tmp,91,BA_min2,10,20,0,0.18,0.6,1000,11,converge,"0.217, 0.236, 0.208, 0.339",0,undecided,0.339,0.103,2.560062,0.057869,19.89,"[0,0,0,0,0,0,0,0,0,0,0.151,0.11,0.105,0.086,0.068,0.058,0.049,0.037,0.033,0.02,0.033,0.026,0.019,0.015,0.015,0.006,0.01,0.014,0.007,0.008,0.008,0.005,0.007,0.006,0.005,0.008,0.007,0.005,0.004,0.001,0.002,0.002,0.003,0.006,0.004,0.002,0.002,0.001,0,0.001,0,0,0.001,0.001,0.003,0.003,0,0.003,0.001,0.002,0.001,0.002,0,0.001,0,0.003,0.002,0.003,0,0,0.001,0.001,0,0,0,0,0.002,0.001,0,0.002,0,0,0.001,0,0,0.001,0,0,0.001,0,0,0,0.001,0,0,0.001,0,0,0,0,0.001,0,0.001,0,0,0,0,0.001,0.001,0.001,0,0,0.001,0.002,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001]",3,3,-0.2,1
tmp,92,BA_min2,10,20,0,0.18,0.6,1000,11,converge,"0.215, 0.236, 0.208, 0.341",0,undecided,0.341,0.105,2.560062,0.057869,19.89,"[0,0,0,0,0,0,0,0,0,0,0.151,0.11,0.105,0.086,0.068,0.058,0.049,0.037,0.033,0.02,0.033,0.026,0.019,0.015,0.015,0.006,0.01,0.014,0.007,0.008,0.008,0.005,0.007,0.006,0.005,0.008,0.007,0.005,0.004,0.001,0.002,0.002,0.003,0.006,0.004,0.002,0.002,0.001,0,0.001,0,0,0.001,0.001,0.003,0.003,0,0.003,0.001,0.002,0.001,0.002,0,0.001,0,0.003,0.002,0.003,0,0,0.001,0.001,0,0,0,0,0.002,0.001,0,0.002,0,0,0.001,0,0,0.001,0,0,0.001,0,0,0,0.001,0,0,0.001,0,0,0,0,0.001,0,0.001,0,0,0,0,0.001,0.001,0.001,0,0,0.001,0.002,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001]",3,4,-0.2,1
tmp,93,BA_min2,10,20,0,0.18,0.6,1000,11,converge,"0.217, 0.236, 0.208, 0.339",0,undecided,0.339,0.103,2.560062,0.057869,19.89,"[0,0,0,0,0,0,0,0,0,0,0.151,0.11,0.105,0.086,0.068,0.058,0.049,0.037,0.033,0.02,0.033,0.026,0.019,0.015,0.015,0.006,0.01,0.014,0.007,0.008,0.008,0.005,0.007,0.006,0.005,0.008,0.007,0.005,0.004,0.001,0.002,0.002,0.003,0.006,0.004,0.002,0.002,0.001,0,0.001,0,0,0.001,0.001,0.003,0.003,0,0.003,0.001,0.002,0.001,0.002,0,0.001,0,0.003,0.002,0.003,0,0,0.001,0.001,0,0,0,0,0.002,0.001,0,0.002,0,0,0.001,0,0,0.001,0,0,0.001,0,0,0,0.001,0,0,0.001,0,0,0,0,0.001,0,0.001,0,0,0,0,0.001,0.001,0.001,0,0,0.001,0.002,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001]",3,3,-0.1,1
tmp,94,BA_min2,10,20,0,0.18,0.6,1000,11,converge,"0.215, 0.236, 0.208, 0.341",0,undecided,0.341,0.105,2.560062,0.057869,19.89,"[0,0,0,0,0,0,0,0,0,0,0.151,0.11,0.105,0.086,0.068,0.058,0.049,0.037,0.033,0.02,0.033,0.026,0.019,0.015,0.015,0.006,0.01,0.014,0.007,0.008,0.008,0.005,0.007,0.006,0.005,0.008,0.007,0.005,0.004,0.001,0.002,0.002,0.003,0.006,0.004,0.002,0.002,0.001,0,0.001,0,0,0.001,0.001,0.003,0.003,0,0.003,0.001,0.002,0.001,0.002,0,0.001,0,0.003,0.002,0.003,0,0,0.001,0.001,0,0,0,0,0.002,0.001,0,0.002,0,0,0.001,0,0,0.001,0,0,0.001,0,0,0,0.001,0,0,0.001,0,0,0,0,0.001,0,0.001,0,0,0,0,0.001,0.001,0.001,0,0,0.001,0.002,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001]",3,4,-0.1,1
tmp,95,BA_min2,10,20,0,0.18,0.6,1000,11,converge,"0.235, 0.23, 0.202, 0.333",0,undecided,0.333,0.098,2.560062,0.057869,19.89,"[0,0,0,0,0,0,0,0,0,0,0.151,0.11,0.105,0.086,0.068,0.058,0.049,0.037,0.033,0.02,0.033,0.026,0.019,0.015,0.015,0.006,0.01,0.014,0.007,0.008,0.008,0.005,0.007,0.006,0.005,0.008,0.007,0.005,0.004,0.001,0.002,0.002,0.003,0.006,0.004,0.002,0.002,0.001,0,0.001,0,0,0.001,0.001,0.003,0.003,0,0.003,0.001,0.002,0.001,0.002,0,0.001,0,0.003,0.002,0.003,0,0,0.001,0.001,0,0,0,0,0.002,0.001,0,0.002,0,0,0.001,0,0,0.001,0,0,0.001,0,0,0,0.001,0,0,0.001,0,0,0,0,0.001,0,0.001,0,0,0,0,0.001,0.001,0.001,0,0,0.001,0.002,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001]",3,3,0,1
